fighter_name,url,http_ok,http_error,html_bytes,anti_bot_hit,table_found,event_headers,headers_skipped_unconfirmed,headers_skipped_future,headers_with_dates,main_rows_total,matched_rows,fights_yielded,name_match_example,last_header_date_example,missing_closing_both,missing_closing_one_side,open_missing_count,reason_if_empty
Kaynan Kruschewsky,https://www.bestfightodds.com/fighters/Kaynan-Kruschewsky-11749,yes,,18287,maybe,yes,5,0,0,5,5,0,0,kaynan kruschewsky -163 -160 ... -138 +4% ▲ ufc fight night,Jul 18th 2021,0,0,0,NAME_NEVER_FOUND
Ludovit Klein,https://www.bestfightodds.com/fighters/Ludovit-Klein-7610,yes,,29197,maybe,yes,12,0,0,12,12,0,0,ludovit klein +118 +130 ... +140 +6% ▲ ufc,May 8th 2021,0,0,0,NAME_NEVER_FOUND
William Knight,https://www.bestfightodds.com/fighters/William-Knight-8856,yes,,32073,maybe,yes,16,0,0,16,16,0,0,william knight -145 -225 ... -220 -16.7% ▼ ces 73,Jan 19th 2019,0,0,0,NAME_NEVER_FOUND
Naoyuki Kotani,https://www.bestfightodds.com/fighters/Naoyuki-Kotani-131,yes,,17665,maybe,yes,5,0,0,5,5,0,0,naoyuki kotani +190 +250 ... +260 +18.3% ▲ ufc fight night 75: nelson vs. barnett,Apr 25th 2010,0,0,0,NAME_NEVER_FOUND
Jason Knight,https://www.bestfightodds.com/fighters/Jason-Knight-5868,yes,,28523,maybe,yes,12,0,0,12,12,0,0,jason knight -175 -175 ... -175 gamebred,Sep 19th 2015,0,0,0,NAME_NEVER_FOUND
Anton Kuivanen,https://www.bestfightodds.com/fighters/Anton-Kuivanen-3096,yes,,26046,maybe,yes,11,0,0,11,11,0,0,anton kuivanen +210 +210 ... +210 efm,Feb 15th 2012,0,0,0,NAME_NEVER_FOUND
Leo Kuntz,https://www.bestfightodds.com/fighters/Leo-Kuntz-5542,yes,,13853,maybe,yes,2,0,0,2,2,0,0,leo kuntz +140 -330 ... -280 -80.7% ▼ ufc fight night 79: henderson vs. masvidal,May 23rd 2015,0,0,0,NAME_NEVER_FOUND
Rizvan Kuniev,https://www.bestfightodds.com/fighters/Rizvan-Kuniev-12573,yes,,19919,maybe,yes,6,0,0,6,6,0,0,rizvan kuniev +175 +195 ... +220 +9.5% ▲ ufc fight night,Sep 28th 2021,0,0,0,NAME_NEVER_FOUND
Pascal Krauss,https://www.bestfightodds.com/fighters/Pascal-Krauss-2101,yes,,16915,maybe,yes,4,0,0,4,4,0,0,pascal krauss -215 -255 ... -240 -4.4% ▼ ufc 164: henderson vs. pettis ii,Nov 13th 2010,0,0,0,NAME_NEVER_FOUND
Drakkar Klose,https://www.bestfightodds.com/fighters/Drakkar-Klose-6701,yes,,31986,maybe,yes,14,0,0,14,14,0,0,drakkar klose +110 -110 ... -103 -7.6% ▼ ufc 319 odds,Sep 30th 2016,0,0,0,NAME_NEVER_FOUND
Aleksei Kunchenko,https://www.bestfightodds.com/fighters/Aleksei-Kunchenko-9319,yes,,15608,maybe,yes,3,0,0,3,3,0,0,aleksei kunchenko -240 -180 ... +460 +32.2% ▲ pfl 2021 5,Mar 14th 2020,0,0,0,NAME_NEVER_FOUND
Dong Hyun Kim,https://www.bestfightodds.com/fighters/Dong-Hyun-Kim-612,yes,,38465,maybe,yes,18,0,0,18,18,0,0,dong hyun kim +155 +195 ... +200 +14.4% ▲ ufc fight night 111: holm vs. correia,May 24th 2008,0,0,0,NAME_NEVER_FOUND
Michael Kuiper,https://www.bestfightodds.com/fighters/Michael-Kuiper-3058,yes,,18532,maybe,yes,5,0,0,5,5,0,0,michael kuiper -120 +145 ... +150 +26.1% ▲ titan fc 27: ricci vs. gurgel,Feb 4th 2012,0,0,0,NAME_NEVER_FOUND
Yuki Kondo,https://www.bestfightodds.com/fighters/Yuki-Kondo-98,yes,,16658,maybe,yes,4,0,0,4,4,0,0,yuki kondo -120 +225 ... +225 +43.6% ▲ one championship 78: reign of kings,Jul 14th 2007,0,0,0,NAME_NEVER_FOUND
Guram Kutateladze,https://www.bestfightodds.com/fighters/Guram-Kutateladze-10385,yes,,21467,maybe,yes,7,0,0,7,7,0,0,guram kutateladze -450 -450 ... -350 +2.7% ▲ ufc,Oct 17th 2020,0,0,0,NAME_NEVER_FOUND
Tsuyoshi Kohsaka,https://www.bestfightodds.com/fighters/Tsuyoshi-Kohsaka-6066,yes,,13184,maybe,yes,2,0,0,2,2,0,0,tsuyoshi kohsaka +500 +750 ... +750 +29.4% ▲ rizin ff 9: world grand prix final round,Dec 29th 2015,0,0,0,NAME_NEVER_FOUND
Kiichi Kunimoto,https://www.bestfightodds.com/fighters/Kiichi-Kunimoto-4551,yes,,25584,maybe,yes,10,0,0,10,10,0,0,kiichi kunimoto -110 +125 ... +140 +18.1% ▲ rizin,Aug 12th 2018,0,0,0,NAME_NEVER_FOUND
Tatsuya Kawajiri,https://www.bestfightodds.com/fighters/Tatsuya-Kawajiri-421,yes,,49136,maybe,yes,27,0,0,27,27,0,0,tatsuya kawajiri -245 -350 ... -350 -9.5% ▼ rizin ff 7: world grand prix opening round part 2,Dec 30th 2018,0,0,0,NAME_NEVER_FOUND
Roman Kopylov,https://www.bestfightodds.com/fighters/Roman-Kopylov-7343,yes,,28645,maybe,yes,12,0,0,12,12,0,0,roman kopylov -225 -270 ... -240 -3.2% ▼ ufc fight night,Dec 17th 2022,0,0,0,NAME_NEVER_FOUND
Erik Koch,https://www.bestfightodds.com/fighters/Erik-Koch-1464,yes,,32314,maybe,yes,14,0,0,14,14,0,0,erik koch +115 -140 ... +100 -18.6% ▼ ufc 240: holloway vs. edgar,Dec 19th 2009,0,0,0,NAME_NEVER_FOUND
Cheick Kongo,https://www.bestfightodds.com/fighters/Cheick-Kongo-58,yes,,60572,maybe,yes,32,0,0,32,32,0,0,cheick kongo +250 +310 ... +575 +30.6% ▲ bellator 280,Sep 8th 2007,0,0,0,NAME_NEVER_FOUND
James Krause,https://www.bestfightodds.com/fighters/James-Krause-1318,yes,,45529,maybe,yes,24,0,0,24,24,0,0,james krause -115 -155 ... -120 -6.7% ▼ ufc on espn+ 38: ortega vs. the korean zombie,Jul 29th 2011,0,0,0,NAME_NEVER_FOUND
Mike Kyle,https://www.bestfightodds.com/fighters/Mike-Kyle-449,yes,,35345,maybe,yes,17,0,0,17,17,0,0,mike kyle +260 +240 ... +240 -5.9% ▼ pfl 8: playoffs,Mar 29th 2008,0,0,0,NAME_NEVER_FOUND
Nikita Krylov,https://www.bestfightodds.com/fighters/Nikita-Krylov-4188,yes,,48317,maybe,yes,24,0,0,24,24,0,0,nikita krylov -205 -205 ... -190 +1% ▲ ufc,Aug 31st 2013,0,0,0,NAME_NEVER_FOUND
Karolina Kowalkiewicz,https://www.bestfightodds.com/fighters/Karolina-Kowalkiewicz-3745,yes,,48312,maybe,yes,25,0,0,25,25,0,0,karolina kowalkiewicz +320 +400 ... +500 +24.1% ▲ ufc fight night,Dec 1st 2012,0,0,0,NAME_NEVER_FOUND
Josh Koscheck,https://www.bestfightodds.com/fighters/Josh-Koscheck-81,yes,,38544,maybe,yes,18,0,0,18,18,0,0,josh koscheck -270 -320 ... -285 -3% ▼ bellator 172: thomson vs. pitbull,Aug 25th 2007,0,0,0,NAME_NEVER_FOUND
Tina Lahdemaki,https://www.bestfightodds.com/fighters/Tina-Lahdemaki-4990,yes,,12332,maybe,yes,1,0,0,1,1,0,0,tina lahdemaki +335 +445 ... +475 +22.3% ▲ ufc fight night 45: cerrone vs. miller,Jul 16th 2014,0,0,0,NAME_NEVER_FOUND
Noad Lahat,https://www.bestfightodds.com/fighters/Noad-Lahat-4737,yes,,25447,maybe,yes,10,0,0,10,10,0,0,noad lahat +160 +505 ... +525 +57.7% ▲ bellator 204: caldwell vs. lahat,Nov 30th 2018,0,0,0,NAME_NEVER_FOUND
TJ Laramie,https://www.bestfightodds.com/fighters/Tj-Laramie-10291,yes,,14805,maybe,yes,3,0,0,3,3,0,0,tj laramie -350 -350 ... -350 unified mma,Sep 19th 2020,0,0,0,NAME_NEVER_FOUND
Anthony Lapsley,https://www.bestfightodds.com/fighters/Anthony-Lapsley-293,yes,,21250,maybe,yes,8,0,0,8,8,0,0,anthony lapsley +170 +235 ... +245 +20.6% ▲ ufc fight night 40: brown vs. silva,Oct 13th 2007,0,0,0,NAME_NEVER_FOUND
Zviad Lazishvili,https://www.bestfightodds.com/fighters/Zviad-Lazishvili-9676,yes,,14793,maybe,yes,3,0,0,3,3,0,0,zviad lazishvili -170 -125 ... -102 +15.7% ▲ ufc fight night: costa vs. vettori,Nov 22nd 2019,0,0,0,NAME_NEVER_FOUND
Mickael Lebout,https://www.bestfightodds.com/fighters/Mickael-Lebout-5590,yes,,25540,maybe,yes,10,0,0,10,10,0,0,mickael lebout +140 +175 ... +175 +12.7% ▲ ksw,Apr 11th 2015,0,0,0,NAME_NEVER_FOUND
Chad Laprise,https://www.bestfightodds.com/fighters/Chad-Laprise-3267,yes,,28369,maybe,yes,12,0,0,12,12,0,0,chad laprise -285 -400 ... -400 -8.1% ▼ ufc 231: holloway vs. ortega,Apr 6th 2012,0,0,0,NAME_NEVER_FOUND
Quang Le,https://www.bestfightodds.com/fighters/Quang-Le-12547,yes,,29270,maybe,yes,13,0,2,13,11,0,0,quang le +180 +105 ... +114 -34.6% ▼ ufc,Sep 24th 2021,0,0,0,NAME_NEVER_FOUND
Justin Lawrence,https://www.bestfightodds.com/fighters/Justin-Lawrence-2203,yes,,32286,maybe,yes,16,0,0,16,16,0,0,justin lawrence +220 +275 ... +280 +15.3% ▲ bellator 197: chandler vs. girtz,Dec 4th 2010,0,0,0,NAME_NEVER_FOUND
Jeremy Larsen,https://www.bestfightodds.com/fighters/Jeremy-Larsen-3232,yes,,16951,maybe,yes,4,0,0,4,4,0,0,jeremy larsen +145 +170 ... +185 +11.9% ▲ ufc 166: velasquez vs. dos santos iii,Apr 6th 2012,0,0,0,NAME_NEVER_FOUND
Luan Lacerda,https://www.bestfightodds.com/fighters/Luan-Lacerda-15676,yes,,12361,maybe,yes,1,0,0,1,1,0,0,luan lacerda +195 -163 ... -131 -78.4% ▼ ufc on espn: hermansson vs. allen,Jun 3rd 2023,0,0,0,NAME_NEVER_FOUND
James Lee,https://www.bestfightodds.com/fighters/James-Lee-396,yes,,13045,maybe,yes,2,0,0,2,2,0,0,james lee +135 +115 ... +115 -9.3% ▼ ufc 80: rapid fire,Apr 16th 2010,0,0,0,NAME_NEVER_FOUND
Valmir Lazaro,https://www.bestfightodds.com/fighters/Valmir-Lazaro-5417,yes,,13870,maybe,yes,2,0,0,2,2,0,0,valmir lazaro -125 +115 ... +120 +17.4% ▲ ufc fight night 78: magny vs. gastelum,Feb 28th 2015,0,0,0,NAME_NEVER_FOUND
Yohan Lainesse,https://www.bestfightodds.com/fighters/Yohan-Lainesse-9952,yes,,22518,maybe,yes,9,0,0,9,9,0,0,yohan lainesse +100 -152 ... -140 -18.7% ▼ ufc 297,Aug 12th 2020,0,0,0,NAME_NEVER_FOUND
Jenel Lausa,https://www.bestfightodds.com/fighters/Jenel-Lausa-6665,yes,,19380,maybe,yes,6,0,0,6,6,0,0,jenel lausa +240 -150 ... -133 -99.5% ▼ brave cf 66,Mar 11th 2021,0,0,0,NAME_NEVER_FOUND
Mounir Lazzez,https://www.bestfightodds.com/fighters/Mounir-Lazzez-10094,yes,,18679,maybe,yes,5,0,0,5,5,0,0,mounir lazzez +120 +140 ... +160 +11.6% ▲ ufc 283,Jul 15th 2020,0,0,0,NAME_NEVER_FOUND
Dan Lauzon,https://www.bestfightodds.com/fighters/Dan-Lauzon-831,yes,,18907,maybe,yes,6,0,0,6,6,0,0,dan lauzon -530 -530 ... -530 ces mma 30,Jan 24th 2009,0,0,0,NAME_NEVER_FOUND
Ronnie Lawrence,https://www.bestfightodds.com/fighters/Ronnie-Lawrence-6683,yes,,20777,maybe,yes,7,0,0,7,7,0,0,ronnie lawrence -150 -210 ... -190 -10.9% ▼ ufc fight night 227,Oct 21st 2016,0,0,0,NAME_NEVER_FOUND
Daniel Lacerda,https://www.bestfightodds.com/fighters/Daniel-Lacerda-12102,yes,,17801,maybe,yes,5,0,0,5,5,0,0,daniel lacerda +310 +265 ... +385 +11.1% ▲ ufc,Aug 20th 2022,0,0,0,NAME_NEVER_FOUND
Nate Landwehr,https://www.bestfightodds.com/fighters/Nate-Landwehr-3413,yes,,35333,maybe,yes,17,0,0,17,17,0,0,nate landwehr +190 +190 ... +210 +3% ▲ ufc fight night,Jun 22nd 2012,0,0,0,NAME_NEVER_FOUND
Aspen Ladd,https://www.bestfightodds.com/fighters/Aspen-Ladd-5464,yes,,36025,maybe,yes,18,0,0,18,18,0,0,aspen ladd -167 -240 ... -220 -11% ▼ bellator champion series,Feb 27th 2015,0,0,0,NAME_NEVER_FOUND
Jason Lambert,https://www.bestfightodds.com/fighters/Jason-Lambert-140,yes,,20226,maybe,yes,7,0,0,7,7,0,0,jason lambert +145 +175 ... +175 +10.9% ▲ bellator fighting championship 108: rampage vs. beltran,Oct 24th 2009,0,0,0,NAME_NEVER_FOUND
Austen Lane,https://www.bestfightodds.com/fighters/Austen-Lane-8254,yes,,26678,maybe,yes,11,0,0,11,11,0,0,austen lane +275 +420 ... +460 +31.6% ▲ ufc fight night,Mar 6th 2020,0,0,0,NAME_NEVER_FOUND
Rocky Lee,https://www.bestfightodds.com/fighters/Rocky-Lee-5528,yes,,12312,maybe,yes,1,0,0,1,1,0,0,rocky lee +165 +130 ... +133 -14.2% ▼ ufc fight night 64: gonzaga vs. cro cop ii,Apr 11th 2015,0,0,0,NAME_NEVER_FOUND
Justin Ledet,https://www.bestfightodds.com/fighters/Justin-Ledet-3489,yes,,23572,maybe,yes,8,0,0,8,8,0,0,justin ledet +145 +270 ... +290 +35.2% ▲ ufc on espn+ 39: hall vs. silva,May 13th 2016,0,0,0,NAME_NEVER_FOUND
Taylor Lapilus,https://www.bestfightodds.com/fighters/Taylor-Lapilus-5164,yes,,29116,maybe,yes,12,0,0,12,12,0,0,taylor lapilus -345 -400 ... -335 -1.6% ▼ ufc,Apr 11th 2015,0,0,0,NAME_NEVER_FOUND
Jordan Leavitt,https://www.bestfightodds.com/fighters/Jordan-Leavitt-10210,yes,,28360,maybe,yes,12,0,0,12,12,0,0,jordan leavitt -165 -260 ... -230 -14.7% ▼ ufc,Jul 18th 2020,0,0,0,NAME_NEVER_FOUND
Lina Lansberg,https://www.bestfightodds.com/fighters/Lina-Lansberg-6972,yes,,25049,maybe,yes,9,0,0,9,9,0,0,lina lansberg +330 +380 ... +400 +12.4% ▲ ufc fight night 219,Mar 18th 2017,0,0,0,NAME_NEVER_FOUND
Frank Lester,https://www.bestfightodds.com/fighters/Frank-Lester-1438,yes,,13810,maybe,yes,2,0,0,2,2,0,0,frank lester -1400 -1000 ... -1000 +2.6% ▲ bare knuckle fighting championship 59,Jun 20th 2009,0,0,0,NAME_NEVER_FOUND
Brock Larson,https://www.bestfightodds.com/fighters/Brock-Larson-142,yes,,29927,maybe,yes,15,0,0,15,15,0,0,brock larson -565 -410 ... -410 +5.4% ▲ legacy fc 51: mendes vs. vazquez,Aug 5th 2007,0,0,0,NAME_NEVER_FOUND
Leah Letson,https://www.bestfightodds.com/fighters/Leah-Letson-6949,yes,,15616,maybe,yes,3,0,0,3,3,0,0,leah letson +300 +250 ... +300 -7% ▼ ufc fight night: holloway vs. rodriguez,Jan 14th 2017,0,0,0,NAME_NEVER_FOUND
Cung Le,https://www.bestfightodds.com/fighters/Cung-Le-353,yes,,22265,maybe,yes,8,0,0,8,8,0,0,cung le +180 +210 ... +215 +10.5% ▲ ufc fight night 48: bisping vs. le,Nov 16th 2007,0,0,0,NAME_NEVER_FOUND
Tom Lawlor,https://www.bestfightodds.com/fighters/Tom-Lawlor-994,yes,,32332,maybe,yes,14,0,0,14,14,0,0,tom lawlor +160 -1115 ... +350 -20.9% ▼ pfl 2021 5,Dec 13th 2008,0,0,0,NAME_NEVER_FOUND
Jesse Lennox,https://www.bestfightodds.com/fighters/Jesse-Lennox-974,yes,,17527,maybe,yes,5,0,0,5,5,0,0,jesse lennox -135 -130 ... -130 +1.6% ▲ ufc 115: liddell vs. franklin,Dec 11th 2008,0,0,0,NAME_NEVER_FOUND
Ryan LaFlare,https://www.bestfightodds.com/fighters/Ryan-Laflare-2604,yes,,26708,maybe,yes,10,0,0,10,10,0,0,ryan laflare -265 -139 ... -125 +21.9% ▲ ufc 229: nurmagomedov vs. mcgregor,Apr 6th 2013,0,0,0,NAME_NEVER_FOUND
JeongYeong Lee,https://www.bestfightodds.com/fighters/Jeongyeong-Lee-14611,yes,,15372,maybe,yes,3,0,0,3,3,0,0,jeongyeong lee -250 -225 ... -190 +5.5% ▲ ufc fight night,Oct 23rd 2022,0,0,0,NAME_NEVER_FOUND
Marcus LeVesseur,https://www.bestfightodds.com/fighters/Marcus-Levesseur-3291,yes,,15526,maybe,yes,3,0,0,3,3,0,0,marcus levesseur -175 -145 ... -140 +7.5% ▲ ufc on fox 5: henderson vs. diaz,May 15th 2012,0,0,0,NAME_NEVER_FOUND
Chris Liguori,https://www.bestfightodds.com/fighters/Chris-Liguori-715,yes,,13273,maybe,yes,3,0,0,3,3,0,0,chris liguori n/a bellator fighting championship 83,May 31st 2008,0,0,0,NAME_NEVER_FOUND
Vaughan Lee,https://www.bestfightodds.com/fighters/Vaughan-Lee-3002,yes,,27089,maybe,yes,11,0,0,11,11,0,0,vaughan lee +400 +315 ... +315 -20.5% ▼ cage warriors 92: super saturday,Feb 18th 2017,0,0,0,NAME_NEVER_FOUND
Victoria Leonardo,https://www.bestfightodds.com/fighters/Victoria-Leonardo-8900,yes,,30699,maybe,yes,15,0,0,15,15,0,0,victoria leonardo -175 -175 ... -175 invicta,Feb 15th 2019,0,0,0,NAME_NEVER_FOUND
Lorenz Larkin,https://www.bestfightodds.com/fighters/Lorenz-Larkin-2406,yes,,54923,maybe,yes,28,0,0,28,28,0,0,lorenz larkin -138 -135 ... -115 +3.8% ▲ bellator,Apr 1st 2011,0,0,0,NAME_NEVER_FOUND
Natan Levy,https://www.bestfightodds.com/fighters/Natan-Levy-9159,yes,,23097,maybe,yes,9,0,0,9,9,0,0,natan levy +205 +360 ... +380 +35.2% ▲ ufc,Jun 7th 2019,0,0,0,NAME_NEVER_FOUND
Zach Light,https://www.bestfightodds.com/fighters/Zach-Light-1547,yes,,12276,maybe,yes,1,0,0,1,1,0,0,zach light +600 +650 ... +650 +6.7% ▲ strikeforce challengers: kennedy vs cummings,Sep 25th 2009,0,0,0,NAME_NEVER_FOUND
Ilir Latifi,https://www.bestfightodds.com/fighters/Ilir-Latifi-2628,yes,,40173,maybe,yes,19,0,0,19,19,0,0,ilir latifi +145 +150 ... +166 +5.4% ▲ ufc fight night 226,Jul 15th 2011,0,0,0,NAME_NEVER_FOUND
Valerie Letourneau,https://www.bestfightodds.com/fighters/Valerie-Letourneau-4946,yes,,25170,maybe,yes,9,0,0,9,9,0,0,valerie letourneau +255 +150 ... +220 -21.2% ▼ bellator 213: macfarlane vs. letourneau,Jun 14th 2014,0,0,0,NAME_NEVER_FOUND
Liang Na,https://www.bestfightodds.com/fighters/Liang-Na-13631,yes,,15288,maybe,yes,3,0,0,3,3,0,0,liang na +600 +380 ... +450 -36.5% ▼ ufc on espn: holloway vs. the korean zombie,Jun 11th 2022,0,0,0,NAME_NEVER_FOUND
Jess Liaudin,https://www.bestfightodds.com/fighters/Jess-Liaudin-136,yes,,16555,maybe,yes,4,0,0,4,4,0,0,jess liaudin +125 +150 ... +150 +10% ▲ ufc 89: bisping vs leben,Sep 8th 2007,0,0,0,NAME_NEVER_FOUND
Brock Lesnar,https://www.bestfightodds.com/fighters/Brock-Lesnar-347,yes,,23639,maybe,yes,9,0,0,9,9,0,0,brock lesnar n/a ufc,Feb 2nd 2008,0,0,0,NAME_NEVER_FOUND
Abner Lloveras,https://www.bestfightodds.com/fighters/Abner-Lloveras-6087,yes,,13279,maybe,yes,2,0,0,2,2,0,0,abner lloveras +155 +125 ... +125 -13.3% ▼ ufc: the ultimate fighter 22 finale: edgar vs. mendes,Feb 9th 2019,0,0,0,NAME_NEVER_FOUND
Lucio Linhares,https://www.bestfightodds.com/fighters/Lucio-Linhares-1457,yes,,17948,maybe,yes,5,0,0,5,5,0,0,lucio linhares -115 -115 ... -115 fight festival 33,Aug 28th 2009,0,0,0,NAME_NEVER_FOUND
Bevon Lewis,https://www.bestfightodds.com/fighters/Bevon-Lewis-7459,yes,,26194,maybe,yes,10,0,0,10,10,0,0,bevon lewis +350 +350 ... +360 +1.1% ▲ lfa,Aug 29th 2017,0,0,0,NAME_NEVER_FOUND
Felipe Lima,https://www.bestfightodds.com/fighters/Felipe-Lima-10819,yes,,19348,maybe,yes,6,0,0,6,6,0,0,felipe lima -162 -175 ... -150 -1.6% ▼ ufc,Mar 6th 2021,0,0,0,NAME_NEVER_FOUND
Jake Lindsey,https://www.bestfightodds.com/fighters/Jake-Lindsey-3340,yes,,26623,maybe,yes,12,0,0,12,12,0,0,jake lindsey +200 +230 ... +230 +9.1% ▲ bare knuckle fighting championship 49,Jan 29th 2016,0,0,0,NAME_NEVER_FOUND
Andre Lima,https://www.bestfightodds.com/fighters/Andre-Lima-16132,yes,,20809,maybe,yes,7,0,0,7,7,0,0,andre lima -310 -530 ... -450 -10% ▼ ufc,Jul 7th 2023,0,0,0,NAME_NEVER_FOUND
James Llontop,https://www.bestfightodds.com/fighters/James-Llontop-12200,yes,,18179,maybe,yes,5,0,0,5,5,0,0,james llontop +500 +600 ... +650 +18% ▲ ufc,Aug 13th 2021,0,0,0,NAME_NEVER_FOUND
Andrea Lee,https://www.bestfightodds.com/fighters/Andrea-Lee-5260,yes,,46998,maybe,yes,24,0,0,24,24,0,0,andrea lee +150 +140 ... +148 -2.5% ▼ ufc,Nov 1st 2014,0,0,0,NAME_NEVER_FOUND
Juliana Lima,https://www.bestfightodds.com/fighters/Juliana-Lima-5234,yes,,23418,maybe,yes,8,0,0,8,8,0,0,juliana lima +110 +130 ... +140 +10.6% ▲ invicta fc 40: ducote vs. lima,Nov 8th 2014,0,0,0,NAME_NEVER_FOUND
Ryan Loder,https://www.bestfightodds.com/fighters/Ryan-Loder-15079,yes,,15149,maybe,yes,3,0,0,3,3,0,0,ryan loder +188 +265 ... +300 +23.8% ▲ ufc,Jan 13th 2023,0,0,0,NAME_NEVER_FOUND
Ricardo Lamas,https://www.bestfightodds.com/fighters/Ricardo-Lamas-1130,yes,,46271,maybe,yes,23,0,0,23,23,0,0,ricardo lamas -265 -303 ... -250 -0.9% ▼ ufc on espn+ 33: smith vs. rakic,Mar 1st 2009,0,0,0,NAME_NEVER_FOUND
Tainara Lisboa,https://www.bestfightodds.com/fighters/Tainara-Lisboa-15245,yes,,15377,maybe,yes,3,0,0,3,3,0,0,tainara lisboa -115 +140 ... +154 +24.9% ▲ ufc,May 13th 2023,0,0,0,NAME_NEVER_FOUND
Austin Lingo,https://www.bestfightodds.com/fighters/Austin-Lingo-8279,yes,,26065,maybe,yes,11,0,0,11,11,0,0,austin lingo -225 -250 ... -250 -3.2% ▼ fury fc,May 25th 2018,0,0,0,NAME_NEVER_FOUND
Dileno Lopes,https://www.bestfightodds.com/fighters/Dileno-Lopes-5721,yes,,16899,maybe,yes,4,0,0,4,4,0,0,dileno lopes +200 +210 ... +235 +6.3% ▲ aca 123: kichigin vs. silverio,Aug 1st 2015,0,0,0,NAME_NEVER_FOUND
Steve Lopez,https://www.bestfightodds.com/fighters/Steve-Lopez-1533,yes,,16854,maybe,yes,5,0,0,5,5,0,0,steve lopez +130 +110 ... +110 -9.5% ▼ tachi palace fights 8: all or nothing,May 21st 2011,0,0,0,NAME_NEVER_FOUND
Amanda Lemos,https://www.bestfightodds.com/fighters/Amanda-Lemos-7335,yes,,33553,maybe,yes,15,0,1,15,14,0,0,amanda lemos -125 +110 ... +120 +15.9% ▲ ufc,Mar 26th 2022,0,0,0,NAME_NEVER_FOUND
Hyun Gyu Lim,https://www.bestfightodds.com/fighters/Hyun-Gyu-Lim-3565,yes,,21780,maybe,yes,7,0,0,7,7,0,0,hyun gyu lim -150 -126 ... -120 +8.1% ▲ ufc fight night 117: saint preux vs. okami,Mar 2nd 2013,0,0,0,NAME_NEVER_FOUND
Jorge Lopez,https://www.bestfightodds.com/fighters/Jorge-Lopez-2308,yes,,16432,maybe,yes,5,0,0,5,5,0,0,jorge lopez +120 -105 ... +120 -5.8% ▼ ufc on fuel tv 3: korean zombie vs. poirier,May 6th 2011,0,0,0,NAME_NEVER_FOUND
Philipe Lins,https://www.bestfightodds.com/fighters/Philipe-Lins-3370,yes,,39857,maybe,yes,20,0,0,20,20,0,0,philipe lins +110 +114 ... +130 +3.2% ▲ ufc 299,Jun 22nd 2012,0,0,0,NAME_NEVER_FOUND
Bruno Lopes,https://www.bestfightodds.com/fighters/Bruno-Lopes-14106,yes,,21235,maybe,yes,7,0,0,7,7,0,0,bruno lopes +112 +145 ... +165 +17.8% ▲ ufc,Jul 15th 2022,0,0,0,NAME_NEVER_FOUND
Chris Leben,https://www.bestfightodds.com/fighters/Chris-Leben-112,yes,,30574,maybe,yes,13,0,0,13,13,0,0,chris leben +160 +265 ... +295 +31.6% ▲ ufc 168: weidman vs. silva ii,Sep 19th 2007,0,0,0,NAME_NEVER_FOUND
Brendan Loughnane,https://www.bestfightodds.com/fighters/Brendan-Loughnane-3762,yes,,40076,maybe,yes,19,0,0,19,19,0,0,brendan loughnane +124 +250 ... +265 +37.3% ▲ pfl,Dec 14th 2012,0,0,0,NAME_NEVER_FOUND
Nate Loughran,https://www.bestfightodds.com/fighters/Nate-Loughran-794,yes,,13811,maybe,yes,2,0,0,2,2,0,0,nate loughran +135 +120 ... +120 -6.8% ▼ ufc fight night 16: fight for the troops,Jul 19th 2008,0,0,0,NAME_NEVER_FOUND
Dhiego Lima,https://www.bestfightodds.com/fighters/Dhiego-Lima-2200,yes,,40498,maybe,yes,21,0,0,21,21,0,0,dhiego lima -185 -220 ... -186 -2.4% ▼ ufc on espn: the korean zombie vs. ige,Nov 12th 2010,0,0,0,NAME_NEVER_FOUND
Artem Lobov,https://www.bestfightodds.com/fighters/Artem-Lobov-3540,yes,,27151,maybe,yes,11,0,0,11,11,0,0,artem lobov +163 +220 ... +220 +17.8% ▲ mahatch fc,Sep 1st 2012,0,0,0,NAME_NEVER_FOUND
Matt Lucas,https://www.bestfightodds.com/fighters/Matt-Lucas-2869,yes,,13032,maybe,yes,2,0,0,2,2,0,0,matt lucas +120 +110 ... +110 -4.8% ▼ ufc on fox 1: velasquez vs. dos santos,Jun 16th 2012,0,0,0,NAME_NEVER_FOUND
Ian Loveland,https://www.bestfightodds.com/fighters/Ian-Loveland-533,yes,,16729,maybe,yes,4,0,0,4,4,0,0,ian loveland -140 -185 ... -185 -11.3% ▼ ufc 134: silva vs. okami,Feb 29th 2008,0,0,0,NAME_NEVER_FOUND
Dean Lister,https://www.bestfightodds.com/fighters/Dean-Lister-402,yes,,18989,maybe,yes,6,0,0,6,6,0,0,dean lister -1200 -1050 ... -1050 +1.1% ▲ cage contender xiii,Dec 13th 2010,0,0,0,NAME_NEVER_FOUND
Ange Loosa,https://www.bestfightodds.com/fighters/Ange-Loosa-9074,yes,,25113,maybe,yes,10,0,0,10,10,0,0,ange loosa -148 -185 ... -163 -6.4% ▼ ufc fight night,Apr 26th 2019,0,0,0,NAME_NEVER_FOUND
John Lineker,https://www.bestfightodds.com/fighters/John-Lineker-3124,yes,,52653,maybe,yes,28,0,0,28,28,0,0,john lineker +105 +120 ... +120 +6.8% ▲ one championship,Oct 25th 2019,0,0,0,NAME_NEVER_FOUND
